rank,player_name_raw,player_name_key,recommendation_season,league,team,source,source_id,model_setup,score,reason_summary,games,minutes,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,points_per_36,usage_proxy,ts_pct,efg_pct,fg_pct,three_pct,ft_pct,field_goal_attempts,three_point_attempts,free_throw_attempts,data_completeness_score,has_prior_cba_experience_before_t,prior_cba_seasons_before_t,prior_cba_last_seen_gap,has_previous_season_record,points_per_36_trend,usage_proxy_trend,ts_pct_trend,minutes_per_game_trend,height,weight,age,birth_year,birth_date,biodata_source,biodata_notes,position,country,last_affiliation,age_at_recommendation_season,official_player_url,official_stats_url,official_search_url,nba_stats_url,euroleague_profile_or_search_url,league_official_search_url,video_search_query,youtube_search_url,google_video_search_url,youtube_highlight_search_url,cba_video_search_query,is_current_recommendation_season,export_scope,input_dataset_used,season,source_id_playerseason,league_playerseason,nba_player_id,birthdate,school,season_exp,rosterstatus,biodata_match_confidence,biodata_match_method,cache_status,cached_at
145,Patrick Baldwin Jr.,patrickbaldwin,2024-2025,G League,SDC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1860411550310892,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,32.0,,,,,,,19.4625,0.50675,0.603,,,,,,,,1.0,0,0,,1,0.1664999999999992,0.05059,-0.07,7.0,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631116,https://www.nba.com/stats/player/1631116,https://www.google.com/search?q=%22Patrick+Baldwin+Jr.%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631116,,https://www.google.com/search?q=%22Patrick+Baldwin+Jr.%22+%22G+League%22+official+basketball+stats,Patrick Baldwin Jr. G League basketball highlights,https://www.youtube.com/results?search_query=Patrick+Baldwin+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Patrick+Baldwin+Jr.+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Patrick+Baldwin+Jr.+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2000 - 2001,kaggle_49leagues,Euroleague,1631116.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.222308+00:00
146,David Stockton,davidstockton,2024-2025,G League,VAL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.186013979066033,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,25.5,,,,,,,20.047058823529408,0.5055686274509804,0.659,,,,,,,,1.0,0,0,,1,5.131170973062119,0.0772820230896098,0.052,-6.600000000000001,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/204065,https://www.nba.com/stats/player/204065,https://www.google.com/search?q=%22David+Stockton%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/204065,,https://www.google.com/search?q=%22David+Stockton%22+%22G+League%22+official+basketball+stats,David Stockton G League basketball highlights,https://www.youtube.com/results?search_query=David+Stockton+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=David+Stockton+G+League+basketball+highlights,https://www.youtube.com/results?search_query=David+Stockton+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2018 - 2019,kaggle_49leagues,Australian-NBL,204065.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.222308+00:00
147,Ethan Thompson,ethanthompson,2024-2025,G League,OSC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1847704081897457,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.2,,,,,,,19.36842105263158,0.4863157894736842,0.601,,,,,,,,1.0,0,0,,1,-2.696095076400681,-0.1116411997736274,0.022,-3.0,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630679,https://www.nba.com/stats/player/1630679,https://www.google.com/search?q=%22Ethan+Thompson%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630679,,https://www.google.com/search?q=%22Ethan+Thompson%22+%22G+League%22+official+basketball+stats,Ethan Thompson G League basketball highlights,https://www.youtube.com/results?search_query=Ethan+Thompson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ethan+Thompson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Ethan+Thompson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630679.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.222308+00:00
148,Evan Fournier,evanfournier,2024-2025,EuroLeague,Olympiacos Piraeus,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1845218593845868,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,25.79144144144144,,,,,,,22.472571039348903,0.6265644375360218,0.562,,,,,,,,1.0,0,0,,1,3.0168585874875404,0.0323154003088073,0.032999195818255,-0.1752252252252262,,,,,,,,,,,,,,https://www.google.com/search?q=%22Evan+Fournier%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Evan+Fournier%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Evan+Fournier%22,Evan Fournier EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Evan+Fournier+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Evan+Fournier+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Evan+Fournier+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2011 - 2012,kaggle_49leagues,French-Jeep-Elite,,,,,,,,,
149,Pelle Larsson,pellelarsson,2024-2025,G League,SXF,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1843535302424475,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,38.0,,,,,,,19.894736842105264,0.5873684210526315,0.543,,,,,,,,1.0,0,0,,1,6.243148776657717,0.1937591813991186,-0.0381895208874203,18.01923076923077,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641796,https://www.nba.com/stats/player/1641796,https://www.google.com/search?q=%22Pelle+Larsson%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641796,,https://www.google.com/search?q=%22Pelle+Larsson%22+%22G+League%22+official+basketball+stats,Pelle Larsson G League basketball highlights,https://www.youtube.com/results?search_query=Pelle+Larsson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Pelle+Larsson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Pelle+Larsson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019 - 2020,kaggle_49leagues,Swedish-Basketligan,1641796.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.222308+00:00
150,Filip Petrusev,filippetrusev,2024-2025,EuroLeague,Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1828357082441248,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,20.1453125,,,,,,,23.231210734507098,0.5863398743504227,0.616,,,,,,,,1.0,0,0,,1,8.713195119357493,0.187926606322684,0.0559999999999999,4.523342803030301,,,,,,,,,,,,,,https://www.google.com/search?q=%22Filip+Petrusev%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Filip+Petrusev%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Filip+Petrusev%22,Filip Petrusev EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Filip+Petrusev+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Filip+Petrusev+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Filip+Petrusev+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,euroleague_api,EuroLeague,,,,,,,,,
151,Zavier Simpson,zaviersimpson,2024-2025,EuroCup,U-BT Cluj-Napoca,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1816137147299892,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.499166666666667,,,,,,,21.01041012049509,0.6189021557966065,0.598,,,,,,,,1.0,0,0,,1,1.5957759741536286,0.0579265460405088,0.0489999999999999,-6.400833333333331,,,,,,,,,,,,,,https://www.google.com/search?q=%22Zavier+Simpson%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Zavier+Simpson%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Zavier+Simpson%22,Zavier Simpson EuroCup basketball highlights,https://www.youtube.com/results?search_query=Zavier+Simpson+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Zavier+Simpson+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Zavier+Simpson+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,,,,,,,,,
152,Rayan Rupert,rayanrupert,2024-2025,G League,RCR,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1811835303573976,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,35.8,,,,,,,19.005586592178773,0.5574301675977654,0.57,,,,,,,,1.0,0,0,,1,3.348052345603429,-0.0079122981556594,0.1089999999999999,6.599999999999998,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641712,https://www.nba.com/stats/player/1641712,https://www.google.com/search?q=%22Rayan+Rupert%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641712,,https://www.google.com/search?q=%22Rayan+Rupert%22+%22G+League%22+official+basketball+stats,Rayan Rupert G League basketball highlights,https://www.youtube.com/results?search_query=Rayan+Rupert+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Rayan+Rupert+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Rayan+Rupert+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1641712.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.234604+00:00
153,Elijah Hughes,elijahhughes,2024-2025,G League,CLC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1804200403692222,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.9,,,,,,,18.68512110726644,0.5407612456747405,0.548,,,,,,,,1.0,0,0,,1,1.5810487090763985,0.0833856800638808,-0.0229999999999999,6.799999999999997,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630190,https://www.nba.com/stats/player/1630190,https://www.google.com/search?q=%22Elijah+Hughes%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630190,,https://www.google.com/search?q=%22Elijah+Hughes%22+%22G+League%22+official+basketball+stats,Elijah Hughes G League basketball highlights,https://www.youtube.com/results?search_query=Elijah+Hughes+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Elijah+Hughes+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Elijah+Hughes+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,1630190.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.236609+00:00
154,Kevin Punter,kevinpunter,2024-2025,EuroLeague,FC Barcelona,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.180404305734889,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.07702702702703,,,,,,,22.070369815840696,0.5545660528023156,0.624,,,,,,,,1.0,0,0,,1,3.5303551015433072,0.0435483138993482,0.0319999999999998,-2.0491634491634514,,,,,,,,,,,,,,https://www.google.com/search?q=%22Kevin+Punter%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Kevin+Punter%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Kevin+Punter%22,Kevin Punter EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Kevin+Punter+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kevin+Punter+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Kevin+Punter+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2016 - 2017,kaggle_49leagues,Greek-HEBA-A1,,,,,,,,,
155,Jonah Mathews,jonahmathews,2024-2025,EuroCup,Besiktas Istanbul,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1803484724110895,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,26.175490196078428,,,,,,,21.18011910558448,0.621650249072999,0.541,,,,,,,,1.0,0,0,,1,1.9655683294385504,-0.0002260902360482,0.0470000000000001,-1.5534953111679428,,,,,,,,,,,,,,https://www.google.com/search?q=%22Jonah+Mathews%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Jonah+Mathews%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Jonah+Mathews%22,Jonah Mathews EuroCup basketball highlights,https://www.youtube.com/results?search_query=Jonah+Mathews+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jonah+Mathews+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Jonah+Mathews+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,euroleague_api,EuroLeague,,,,,,,,,
156,Tevian Jones,tevianjones,2024-2025,G League,GRG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1777230043119324,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.2,,,,,,,18.596026490066222,0.5266225165562914,0.551,,,,,,,,1.0,0,0,,1,5.667849694486115,0.1633075994292197,0.0,12.099999999999998,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Tevian+Jones%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Tevian+Jones%22+basketball,Tevian Jones G League basketball highlights,https://www.youtube.com/results?search_query=Tevian+Jones+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tevian+Jones+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Tevian+Jones+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.238356+00:00
157,Andrew Andrews,andrewandrews,2024-2025,EuroCup,BC Wolves Vilnius,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1775575480099514,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,25.3061403508772,,,,,,,19.347083087802,0.54216090679053,0.584,,,,,,,,1.0,0,0,,1,-0.5879649150426083,-0.0273685468067201,0.031,-1.0594846491228012,,,,,,,,,,,,,,https://www.google.com/search?q=%22Andrew+Andrews%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Andrew+Andrews%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Andrew+Andrews%22,Andrew Andrews EuroCup basketball highlights,https://www.youtube.com/results?search_query=Andrew+Andrews+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Andrew+Andrews+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Andrew+Andrews+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2019 - 2020,kaggle_49leagues,Turkish-BSL,,,,,,,,,
158,Quincy Olivari,quincyolivari,2024-2025,G League,SBL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1765822489800293,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.0,,,,,,,18.52941176470588,0.5077647058823529,0.58,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642439,https://www.nba.com/stats/player/1642439,https://www.google.com/search?q=%22Quincy+Olivari%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642439,,https://www.google.com/search?q=%22Quincy+Olivari%22+%22G+League%22+official+basketball+stats,Quincy Olivari G League basketball highlights,https://www.youtube.com/results?search_query=Quincy+Olivari+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Quincy+Olivari+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Quincy+Olivari+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642439.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.238356+00:00
159,Caleb Homesley,calebhomesley,2024-2025,EuroCup,Club Baloncesto Gran Canaria,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1765035670342117,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,19.865277777777777,,,,,,,21.565266028105995,0.6419240718730336,0.54,,,,,,,,1.0,0,0,,1,-2.22530231298909,-0.0414091107466706,-0.0249999999999999,-6.464484126984125,,,,,,,,,,,,,,https://www.google.com/search?q=%22Caleb+Homesley%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Caleb+Homesley%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Caleb+Homesley%22,Caleb Homesley EuroCup basketball highlights,https://www.youtube.com/results?search_query=Caleb+Homesley+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Caleb+Homesley+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Caleb+Homesley+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,,,,,,,,,
160,Oso Ighodaro,osoighodaro,2024-2025,G League,VAL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1751736018469818,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,26.2,,,,,,,21.98473282442748,0.4980152671755726,0.795,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642345,https://www.nba.com/stats/player/1642345,https://www.google.com/search?q=%22Oso+Ighodaro%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642345,,https://www.google.com/search?q=%22Oso+Ighodaro%22+%22G+League%22+official+basketball+stats,Oso Ighodaro G League basketball highlights,https://www.youtube.com/results?search_query=Oso+Ighodaro+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Oso+Ighodaro+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Oso+Ighodaro+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642345.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.238356+00:00
161,Tornike Shengelia,tornikeshengelia,2024-2025,EuroLeague,Virtus Bologna,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1721378059289485,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.45595238095238,,,,,,,20.45458093049473,0.5770697654251399,0.59,,,,,,,,1.0,0,0,,1,1.4164700793094056,0.0250374936942183,0.005,0.0372655122655096,,,,,,,,,,,,,,https://www.google.com/search?q=%22Tornike+Shengelia%22+%22EuroLeague%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Tornike+Shengelia%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Tornike+Shengelia%22,Tornike Shengelia EuroLeague basketball highlights,https://www.youtube.com/results?search_query=Tornike+Shengelia+EuroLeague+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tornike+Shengelia+EuroLeague+basketball+highlights,https://www.youtube.com/results?search_query=Tornike+Shengelia+EuroLeague+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2011 - 2012,kaggle_49leagues,Belgium-Scooore-League,,,,,,,,,
162,Xabi Lopez-Arostegui,xabilopezarostegui,2024-2025,EuroCup,Valencia Basket,euroleague_api,euroleague_api,common CBA source league pool + rule-based baseline,1.1682865455563285,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,16.621666666666666,,,,,,,22.52481700591597,0.5217286674019854,0.6779999999999999,,,,,,,,1.0,0,0,,1,11.341060660738307,0.172083997351224,0.1509999999999999,0.2049999999999983,,,,,,,,,,,,,,https://www.google.com/search?q=%22Xabi+Lopez-Arostegui%22+%22EuroCup%22+official+basketball+stats,,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Xabi+Lopez-Arostegui%22,https://www.google.com/search?q=site%3Aeuroleaguebasketball.net%2Feuroleague%2Fplayers+%22Xabi+Lopez-Arostegui%22,Xabi Lopez-Arostegui EuroCup basketball highlights,https://www.youtube.com/results?search_query=Xabi+Lopez-Arostegui+EuroCup+basketball+highlights,https://www.google.com/search?tbm=vid&q=Xabi+Lopez-Arostegui+EuroCup+basketball+highlights,https://www.youtube.com/results?search_query=Xabi+Lopez-Arostegui+EuroCup+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,euroleague_api,EuroCup,,,,,,,,,
163,AJ Johnson,ajjohnson,2024-2025,G League,CCG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1674999612955772,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.6,,,,,,,17.622377622377623,0.5265734265734265,0.567,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642358,https://www.nba.com/stats/player/1642358,https://www.google.com/search?q=%22AJ+Johnson%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642358,,https://www.google.com/search?q=%22AJ+Johnson%22+%22G+League%22+official+basketball+stats,AJ Johnson G League basketball highlights,https://www.youtube.com/results?search_query=AJ+Johnson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=AJ+Johnson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=AJ+Johnson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642358.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.238356+00:00
164,Micah Potter,micahpotter,2024-2025,G League,SLC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1674833975880268,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.1,,,,,,,19.2619926199262,0.5248708487084871,0.584,,,,,,,,1.0,0,0,,1,-0.1805160908751943,0.0238255525412397,-0.066,-1.599999999999998,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630695,https://www.nba.com/stats/player/1630695,https://www.google.com/search?q=%22Micah+Potter%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630695,,https://www.google.com/search?q=%22Micah+Potter%22+%22G+League%22+official+basketball+stats,Micah Potter G League basketball highlights,https://www.youtube.com/results?search_query=Micah+Potter+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Micah+Potter+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Micah+Potter+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630695.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.247083+00:00
165,Dereon Seabron,dereonseabron,2024-2025,G League,SLC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1656010273097648,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,31.2,,,,,,,18.23076923076923,0.533076923076923,0.57,,,,,,,,1.0,0,0,,1,-0.8735252477583764,0.054917413874469,-0.083,-1.400000000000002,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631220,https://www.nba.com/stats/player/1631220,https://www.google.com/search?q=%22Dereon+Seabron%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631220,,https://www.google.com/search?q=%22Dereon+Seabron%22+%22G+League%22+official+basketball+stats,Dereon Seabron G League basketball highlights,https://www.youtube.com/results?search_query=Dereon+Seabron+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dereon+Seabron+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Dereon+Seabron+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631220.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.251093+00:00
166,Nikola Djurisic,nikoladjurisic,2024-2025,G League,CPS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.1653074558739287,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,24.8,,,,,,,17.709677419354836,0.6012903225806452,0.529,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Nikola+Djurisic%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Nikola+Djurisic%22+basketball,Nikola Djurisic G League basketball highlights,https://www.youtube.com/results?search_query=Nikola+Djurisic+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Nikola+Djurisic+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Nikola+Djurisic+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.252935+00:00
